Validation_Set,Topics,Alpha,Beta,Coherence
['100% Corpus'],18,symmetric,0.61,0.37299287680314364
['100% Corpus'],18,symmetric,0.9099999999999999,0.45489854777625205
['100% Corpus'],18,symmetric,symmetric,0.4441268833279739
['100% Corpus'],18,asymmetric,0.01,0.38982413599512955
['100% Corpus'],18,asymmetric,0.31,0.3860379356138499
['100% Corpus'],18,asymmetric,0.61,0.4034510913488368
['100% Corpus'],18,asymmetric,0.9099999999999999,0.37307889801545246
['100% Corpus'],18,asymmetric,symmetric,0.40714919190500837
['100% Corpus'],19,0.01,0.01,0.3962507139249503
['100% Corpus'],19,0.01,0.31,0.41984382751252974
['100% Corpus'],19,0.01,0.61,0.44647293458193704
['100% Corpus'],19,0.01,0.9099999999999999,0.4267010414746537
['100% Corpus'],19,0.01,symmetric,0.36901572590016474
['100% Corpus'],19,0.31,0.01,0.4298897264255128
['100% Corpus'],19,0.31,0.31,0.3996980687892183
['100% Corpus'],19,0.31,0.61,0.4224451222953957
['100% Corpus'],19,0.31,0.9099999999999999,0.46005158798603424
['100% Corpus'],19,0.31,symmetric,0.40069339571357976
['100% Corpus'],19,0.61,0.01,0.4855483172825629
['100% Corpus'],19,0.61,0.31,0.44307522574388325
['100% Corpus'],19,0.61,0.61,0.614490886113929
['100% Corpus'],19,0.61,0.9099999999999999,0.4819111368587007
['100% Corpus'],19,0.61,symmetric,0.45680609249132426
['100% Corpus'],19,0.9099999999999999,0.01,0.534342481618243
['100% Corpus'],19,0.9099999999999999,0.31,0.6099327013303588
['100% Corpus'],19,0.9099999999999999,0.61,0.49080990928465446
['100% Corpus'],19,0.9099999999999999,0.9099999999999999,0.4915248582469211
['100% Corpus'],19,0.9099999999999999,symmetric,0.49954168517696046
['100% Corpus'],19,symmetric,0.01,0.4334128162855815
['100% Corpus'],19,symmetric,0.31,0.46382402396872224
['100% Corpus'],19,symmetric,0.61,0.46937591875418494
['100% Corpus'],19,symmetric,0.9099999999999999,0.4555212985308845
['100% Corpus'],19,symmetric,symmetric,0.44504194267616637
['100% Corpus'],19,asymmetric,0.01,0.39849951775776116
['100% Corpus'],19,asymmetric,0.31,0.41212897764963907
['100% Corpus'],19,asymmetric,0.61,0.4062692555691613
['100% Corpus'],19,asymmetric,0.9099999999999999,0.41628291354624836
['100% Corpus'],19,asymmetric,symmetric,0.396405187780831
['100% Corpus'],20,0.01,0.01,0.3795154744984229
['100% Corpus'],20,0.01,0.31,0.5113812385465482
['100% Corpus'],20,0.01,0.61,0.45343891119995083
['100% Corpus'],20,0.01,0.9099999999999999,0.5031091933906284
['100% Corpus'],20,0.01,symmetric,0.386125120812021
['100% Corpus'],20,0.31,0.01,0.37714164516572835
['100% Corpus'],20,0.31,0.31,0.3738748040205167
['100% Corpus'],20,0.31,0.61,0.4760560405026686
['100% Corpus'],20,0.31,0.9099999999999999,0.5509348742934158
['100% Corpus'],20,0.31,symmetric,0.3786209147785982
['100% Corpus'],20,0.61,0.01,0.49783921646438084
['100% Corpus'],20,0.61,0.31,0.4820201990804809
['100% Corpus'],20,0.61,0.61,0.6201477751564635
['100% Corpus'],20,0.61,0.9099999999999999,0.5048667760257715
['100% Corpus'],20,0.61,symmetric,0.45930909935075437
['100% Corpus'],20,0.9099999999999999,0.01,0.5497039302185109
['100% Corpus'],20,0.9099999999999999,0.31,0.5953117591766178
['100% Corpus'],20,0.9099999999999999,0.61,0.4916758109158309
['100% Corpus'],20,0.9099999999999999,0.9099999999999999,0.49152670773485896
['100% Corpus'],20,0.9099999999999999,symmetric,0.5174790014124336
['100% Corpus'],20,symmetric,0.01,0.4451693872886827
['100% Corpus'],20,symmetric,0.31,0.5680361812896042
['100% Corpus'],20,symmetric,0.61,0.5182206991505802
['100% Corpus'],20,symmetric,0.9099999999999999,0.502781309840659
['100% Corpus'],20,symmetric,symmetric,0.48758309326965465
['100% Corpus'],20,asymmetric,0.01,0.4924575623182837
['100% Corpus'],20,asymmetric,0.31,0.4404937721750641
['100% Corpus'],20,asymmetric,0.61,0.3621865343427645
['100% Corpus'],20,asymmetric,0.9099999999999999,0.3491210232745514
['100% Corpus'],20,asymmetric,symmetric,0.492758278776253
['100% Corpus'],21,0.01,0.01,0.38502788810212546
['100% Corpus'],21,0.01,0.31,0.36819870961700674
['100% Corpus'],21,0.01,0.61,0.45742961756416517
['100% Corpus'],21,0.01,0.9099999999999999,0.44656843006975483
['100% Corpus'],21,0.01,symmetric,0.3812131285340857
['100% Corpus'],21,0.31,0.01,0.37611484884032886
['100% Corpus'],21,0.31,0.31,0.3647518313770559
['100% Corpus'],21,0.31,0.61,0.49270606853609
['100% Corpus'],21,0.31,0.9099999999999999,0.5118676306279346
['100% Corpus'],21,0.31,symmetric,0.3761816896331448
['100% Corpus'],21,0.61,0.01,0.5037946809286135
['100% Corpus'],21,0.61,0.31,0.45692760361932294
['100% Corpus'],21,0.61,0.61,0.6240373208374113
['100% Corpus'],21,0.61,0.9099999999999999,0.4913706770707594
['100% Corpus'],21,0.61,symmetric,0.42531908204504676
['100% Corpus'],21,0.9099999999999999,0.01,0.5553428682151859
['100% Corpus'],21,0.9099999999999999,0.31,0.5921459582582602
['100% Corpus'],21,0.9099999999999999,0.61,0.4915283810810885
['100% Corpus'],21,0.9099999999999999,0.9099999999999999,0.4915283810810885
['100% Corpus'],21,0.9099999999999999,symmetric,0.5085380670024267
['100% Corpus'],21,symmetric,0.01,0.4139451535652979
['100% Corpus'],21,symmetric,0.31,0.45175012474001375
['100% Corpus'],21,symmetric,0.61,0.4744026898249666
['100% Corpus'],21,symmetric,0.9099999999999999,0.4857451213940179
['100% Corpus'],21,symmetric,symmetric,0.4416958309093697
['100% Corpus'],21,asymmetric,0.01,0.3465258852930345
['100% Corpus'],21,asymmetric,0.31,0.3760648242432354
['100% Corpus'],21,asymmetric,0.61,0.38606671961045064
['100% Corpus'],21,asymmetric,0.9099999999999999,0.3689539443999131
['100% Corpus'],21,asymmetric,symmetric,0.3714235244596653
['100% Corpus'],22,0.01,0.01,0.4249907911068606
['100% Corpus'],22,0.01,0.31,0.4434041080093172
['100% Corpus'],22,0.01,0.61,0.4606303465039571
['100% Corpus'],22,0.01,0.9099999999999999,0.515282592664054
['100% Corpus'],22,0.01,symmetric,0.4613705929074196
['100% Corpus'],22,0.31,0.01,0.33390462677730637
['100% Corpus'],22,0.31,0.31,0.40519870121549945
['100% Corpus'],22,0.31,0.61,0.541165867073665
['100% Corpus'],22,0.31,0.9099999999999999,0.5513251478116284
['100% Corpus'],22,0.31,symmetric,0.33835675262119635
['100% Corpus'],22,0.61,0.01,0.5111232756609524
['100% Corpus'],22,0.61,0.31,0.4523127850289581
['100% Corpus'],22,0.61,0.61,0.5839043714916521
['100% Corpus'],22,0.61,0.9099999999999999,0.4921791042389208
['100% Corpus'],22,0.61,symmetric,0.4322506132558423
['100% Corpus'],22,0.9099999999999999,0.01,0.5588442150146724
['100% Corpus'],22,0.9099999999999999,0.31,0.5931408137413416
['100% Corpus'],22,0.9099999999999999,0.61,0.4916654506512716
['100% Corpus'],22,0.9099999999999999,0.9099999999999999,0.4916654506512716
['100% Corpus'],22,0.9099999999999999,symmetric,0.5339997448189517
['100% Corpus'],22,symmetric,0.01,0.47490028284897434
['100% Corpus'],22,symmetric,0.31,0.48299132203966094
['100% Corpus'],22,symmetric,0.61,0.49161334868266754
['100% Corpus'],22,symmetric,0.9099999999999999,0.4783009327664047
['100% Corpus'],22,symmetric,symmetric,0.4902353879965269
['100% Corpus'],22,asymmetric,0.01,0.4173812576523827
['100% Corpus'],22,asymmetric,0.31,0.39837908736687155
['100% Corpus'],22,asymmetric,0.61,0.41819742909882013
['100% Corpus'],22,asymmetric,0.9099999999999999,0.3979833312958883
['100% Corpus'],22,asymmetric,symmetric,0.4178988894852622
['100% Corpus'],23,0.01,0.01,0.3868610940557086
['100% Corpus'],23,0.01,0.31,0.3992217252329641
['100% Corpus'],23,0.01,0.61,0.4066896572861459
['100% Corpus'],23,0.01,0.9099999999999999,0.36529464869034844
['100% Corpus'],23,0.01,symmetric,0.39038601536964174
['100% Corpus'],23,0.31,0.01,0.3534412526153616
['100% Corpus'],23,0.31,0.31,0.3589867019982789
['100% Corpus'],23,0.31,0.61,0.4776844759885104
['100% Corpus'],23,0.31,0.9099999999999999,0.49610302374072857
['100% Corpus'],23,0.31,symmetric,0.34775329393785925
['100% Corpus'],23,0.61,0.01,0.5048778843211288
['100% Corpus'],23,0.61,0.31,0.4753957141601332
['100% Corpus'],23,0.61,0.61,0.5149011706891855
['100% Corpus'],23,0.61,0.9099999999999999,0.49199582483796395
['100% Corpus'],23,0.61,symmetric,0.45080910185150636
['100% Corpus'],23,0.9099999999999999,0.01,0.5645697728127985
['100% Corpus'],23,0.9099999999999999,0.31,0.5539966256677696
['100% Corpus'],23,0.9099999999999999,0.61,0.4910892636651035
['100% Corpus'],23,0.9099999999999999,0.9099999999999999,0.4910892636651035
['100% Corpus'],23,0.9099999999999999,symmetric,0.5141882649290218
['100% Corpus'],23,symmetric,0.01,0.41306479548625374
['100% Corpus'],23,symmetric,0.31,0.41085713563101534
['100% Corpus'],23,symmetric,0.61,0.4130824400062478
['100% Corpus'],23,symmetric,0.9099999999999999,0.3842218435686199
['100% Corpus'],23,symmetric,symmetric,0.43872101116126755
['100% Corpus'],23,asymmetric,0.01,0.44255362103232904
['100% Corpus'],23,asymmetric,0.31,0.48720180537135205
['100% Corpus'],23,asymmetric,0.61,0.5058175352261786
['100% Corpus'],23,asymmetric,0.9099999999999999,0.5190342560174378
['100% Corpus'],23,asymmetric,symmetric,0.45025203611835435
['100% Corpus'],24,0.01,0.01,0.397050114681311
['100% Corpus'],24,0.01,0.31,0.4695484146124114
['100% Corpus'],24,0.01,0.61,0.45694935228828765
['100% Corpus'],24,0.01,0.9099999999999999,0.45516959610618385
['100% Corpus'],24,0.01,symmetric,0.3908571680568938
['100% Corpus'],24,0.31,0.01,0.3774188036374439
['100% Corpus'],24,0.31,0.31,0.39042639849250554
['100% Corpus'],24,0.31,0.61,0.45681337847488407
['100% Corpus'],24,0.31,0.9099999999999999,0.47903707531361434
['100% Corpus'],24,0.31,symmetric,0.3848668968842704
['100% Corpus'],24,0.61,0.01,0.5047737742862243
['100% Corpus'],24,0.61,0.31,0.4961473649455674
['100% Corpus'],24,0.61,0.61,0.48772677476554294
['100% Corpus'],24,0.61,0.9099999999999999,0.49103194138312806
['100% Corpus'],24,0.61,symmetric,0.44370273829585277
['100% Corpus'],24,0.9099999999999999,0.01,0.5696409779962464
['100% Corpus'],24,0.9099999999999999,0.31,0.5294284907511545
['100% Corpus'],24,0.9099999999999999,0.61,0.49056109226111627
['100% Corpus'],24,0.9099999999999999,0.9099999999999999,0.49053542116239407
['100% Corpus'],24,0.9099999999999999,symmetric,0.5194383347030592
['100% Corpus'],24,symmetric,0.01,0.3937068560595491
['100% Corpus'],24,symmetric,0.31,0.49419664625042364
['100% Corpus'],24,symmetric,0.61,0.4679678674888506
['100% Corpus'],24,symmetric,0.9099999999999999,0.4505407052637512
['100% Corpus'],24,symmetric,symmetric,0.4107815270472123
['100% Corpus'],24,asymmetric,0.01,0.4434433958907668
['100% Corpus'],24,asymmetric,0.31,0.4678545130966439
['100% Corpus'],24,asymmetric,0.61,0.3942131423750981
['100% Corpus'],24,asymmetric,0.9099999999999999,0.36508269860217385
['100% Corpus'],24,asymmetric,symmetric,0.45495546417424254
['100% Corpus'],25,0.01,0.01,0.40746446717527496
['100% Corpus'],25,0.01,0.31,0.4389685313142603
['100% Corpus'],25,0.01,0.61,0.4978020674335438
['100% Corpus'],25,0.01,0.9099999999999999,0.49724781912853705
['100% Corpus'],25,0.01,symmetric,0.38534217323884074
['100% Corpus'],25,0.31,0.01,0.3369320218467078
['100% Corpus'],25,0.31,0.31,0.39147668822251036
['100% Corpus'],25,0.31,0.61,0.45385075854170936
['100% Corpus'],25,0.31,0.9099999999999999,0.5008192891707823
['100% Corpus'],25,0.31,symmetric,0.33467221320210805
['100% Corpus'],25,0.61,0.01,0.5247513170474842
['100% Corpus'],25,0.61,0.31,0.5047911980140737
['100% Corpus'],25,0.61,0.61,0.4901744590559951
['100% Corpus'],25,0.61,0.9099999999999999,0.49105313764803005
['100% Corpus'],25,0.61,symmetric,0.44456645022876395
['100% Corpus'],25,0.9099999999999999,0.01,0.5749625227510125
['100% Corpus'],25,0.9099999999999999,0.31,0.519499475121686
['100% Corpus'],25,0.9099999999999999,0.61,0.49072040503567627
['100% Corpus'],25,0.9099999999999999,0.9099999999999999,0.49072040503567627
['100% Corpus'],25,0.9099999999999999,symmetric,0.5268382855268949
['100% Corpus'],25,symmetric,0.01,0.47164956376217854
['100% Corpus'],25,symmetric,0.31,0.47350484007255844
['100% Corpus'],25,symmetric,0.61,0.4948709575201577
['100% Corpus'],25,symmetric,0.9099999999999999,0.5113868717520177
['100% Corpus'],25,symmetric,symmetric,0.4838992492105067
['100% Corpus'],25,asymmetric,0.01,0.37549552886018916
['100% Corpus'],25,asymmetric,0.31,0.40492952955872963
['100% Corpus'],25,asymmetric,0.61,0.39706441444170454
['100% Corpus'],25,asymmetric,0.9099999999999999,0.4351512942373408
['100% Corpus'],25,asymmetric,symmetric,0.39092836230065614
['100% Corpus'],26,0.01,0.01,0.4021509382192194
['100% Corpus'],26,0.01,0.31,0.36777458559808923
['100% Corpus'],26,0.01,0.61,0.4168870119279252
['100% Corpus'],26,0.01,0.9099999999999999,0.3812002327705094
['100% Corpus'],26,0.01,symmetric,0.4102162534485635
['100% Corpus'],26,0.31,0.01,0.36346327833662073
['100% Corpus'],26,0.31,0.31,0.42557700841182816
['100% Corpus'],26,0.31,0.61,0.4683998518520773
['100% Corpus'],26,0.31,0.9099999999999999,0.4558049929027138
['100% Corpus'],26,0.31,symmetric,0.3553116661442548
['100% Corpus'],26,0.61,0.01,0.5312707746875333
['100% Corpus'],26,0.61,0.31,0.5358564639185359
['100% Corpus'],26,0.61,0.61,0.5051753882448924
['100% Corpus'],26,0.61,0.9099999999999999,0.49132578933902443
['100% Corpus'],26,0.61,symmetric,0.4630892967308447
['100% Corpus'],26,0.9099999999999999,0.01,0.5806097818407779
['100% Corpus'],26,0.9099999999999999,0.31,0.5225348923548755
['100% Corpus'],26,0.9099999999999999,0.61,0.49024704907158895
['100% Corpus'],26,0.9099999999999999,0.9099999999999999,0.49019965627394807
['100% Corpus'],26,0.9099999999999999,symmetric,0.5417659862563552
['100% Corpus'],26,symmetric,0.01,0.4513908964771939
['100% Corpus'],26,symmetric,0.31,0.42367802390911563
['100% Corpus'],26,symmetric,0.61,0.42452060121827484
['100% Corpus'],26,symmetric,0.9099999999999999,0.37395612483016455
['100% Corpus'],26,symmetric,symmetric,0.45678407564949713
['100% Corpus'],26,asymmetric,0.01,0.42922064282910893
['100% Corpus'],26,asymmetric,0.31,0.41978505456300313
['100% Corpus'],26,asymmetric,0.61,0.4371083850265531
['100% Corpus'],26,asymmetric,0.9099999999999999,0.4367553905206633
['100% Corpus'],26,asymmetric,symmetric,0.4380528039114101
['100% Corpus'],27,0.01,0.01,0.34754546118021956
['100% Corpus'],27,0.01,0.31,0.4100256706135409
['100% Corpus'],27,0.01,0.61,0.43609554276722334
['100% Corpus'],27,0.01,0.9099999999999999,0.4492032117978805
['100% Corpus'],27,0.01,symmetric,0.3511241397348808
['100% Corpus'],27,0.31,0.01,0.3520825072411921
['100% Corpus'],27,0.31,0.31,0.3548358473900102
['100% Corpus'],27,0.31,0.61,0.3909885174968881
['100% Corpus'],27,0.31,0.9099999999999999,0.4690587801255118
['100% Corpus'],27,0.31,symmetric,0.3491098004214637
['100% Corpus'],27,0.61,0.01,0.5339581009489688
['100% Corpus'],27,0.61,0.31,0.5439648939033278
['100% Corpus'],27,0.61,0.61,0.5056889012167564
['100% Corpus'],27,0.61,0.9099999999999999,0.49084754343644604
['100% Corpus'],27,0.61,symmetric,0.5073504907383347
['100% Corpus'],27,0.9099999999999999,0.01,0.576137156321682
['100% Corpus'],27,0.9099999999999999,0.31,0.5303628899396516
['100% Corpus'],27,0.9099999999999999,0.61,0.49027292657398747
['100% Corpus'],27,0.9099999999999999,0.9099999999999999,0.4893445864505101
['100% Corpus'],27,0.9099999999999999,symmetric,0.5476194470322097
['100% Corpus'],27,symmetric,0.01,0.3839631737904384
['100% Corpus'],27,symmetric,0.31,0.4465576983324303
['100% Corpus'],27,symmetric,0.61,0.4604995602066066
['100% Corpus'],27,symmetric,0.9099999999999999,0.4449562467562813
['100% Corpus'],27,symmetric,symmetric,0.4046030226845203
['100% Corpus'],27,asymmetric,0.01,0.42994509113672663
['100% Corpus'],27,asymmetric,0.31,0.48567438725922196
['100% Corpus'],27,asymmetric,0.61,0.4141129341846438
['100% Corpus'],27,asymmetric,0.9099999999999999,0.45351227932222044
['100% Corpus'],27,asymmetric,symmetric,0.4158546655389528
['100% Corpus'],28,0.01,0.01,0.38948669113137263
['100% Corpus'],28,0.01,0.31,0.400861461076567
['100% Corpus'],28,0.01,0.61,0.42303248802632415
['100% Corpus'],28,0.01,0.9099999999999999,0.45022972024737345
['100% Corpus'],28,0.01,symmetric,0.4013714660761155
['100% Corpus'],28,0.31,0.01,0.3595941304462985
['100% Corpus'],28,0.31,0.31,0.4136362701906143
['100% Corpus'],28,0.31,0.61,0.4659694029171689
['100% Corpus'],28,0.31,0.9099999999999999,0.5268936707279386
['100% Corpus'],28,0.31,symmetric,0.3638287124044591
['100% Corpus'],28,0.61,0.01,0.5240737217542918
['100% Corpus'],28,0.61,0.31,0.5717580202893667
['100% Corpus'],28,0.61,0.61,0.48887336337575865
['100% Corpus'],28,0.61,0.9099999999999999,0.49119214080242496
['100% Corpus'],28,0.61,symmetric,0.5144458733390558
['100% Corpus'],28,0.9099999999999999,0.01,0.5789636897628139
['100% Corpus'],28,0.9099999999999999,0.31,0.5118559798885969
['100% Corpus'],28,0.9099999999999999,0.61,0.49029695568335746
['100% Corpus'],28,0.9099999999999999,0.9099999999999999,0.48937976676538536
['100% Corpus'],28,0.9099999999999999,symmetric,0.5651789184188369
['100% Corpus'],28,symmetric,0.01,0.46871491068470855
['100% Corpus'],28,symmetric,0.31,0.4161615393964359
['100% Corpus'],28,symmetric,0.61,0.4278672664852373
['100% Corpus'],28,symmetric,0.9099999999999999,0.46715152337959404
['100% Corpus'],28,symmetric,symmetric,0.47344861951227407
['100% Corpus'],28,asymmetric,0.01,0.33052796435428283
['100% Corpus'],28,asymmetric,0.31,0.36388463940016835
['100% Corpus'],28,asymmetric,0.61,0.4418994044513544
['100% Corpus'],28,asymmetric,0.9099999999999999,0.40664834370037756
['100% Corpus'],28,asymmetric,symmetric,0.33324924872090916
['100% Corpus'],29,0.01,0.01,0.36332795730345213
['100% Corpus'],29,0.01,0.31,0.41126677752895546
['100% Corpus'],29,0.01,0.61,0.41957802187834653
['100% Corpus'],29,0.01,0.9099999999999999,0.4634459161404172
['100% Corpus'],29,0.01,symmetric,0.3903105458614719
['100% Corpus'],29,0.31,0.01,0.32966135158030196
['100% Corpus'],29,0.31,0.31,0.4178765872985805
['100% Corpus'],29,0.31,0.61,0.4974348538657502
['100% Corpus'],29,0.31,0.9099999999999999,0.5103534667345683
['100% Corpus'],29,0.31,symmetric,0.3379053308444514
['100% Corpus'],29,0.61,0.01,0.5208145609498126
['100% Corpus'],29,0.61,0.31,0.5775373856069947
['100% Corpus'],29,0.61,0.61,0.4909417282154913
['100% Corpus'],29,0.61,0.9099999999999999,0.49077273099333213
['100% Corpus'],29,0.61,symmetric,0.5372572288223043
['100% Corpus'],29,0.9099999999999999,0.01,0.5824135702891514
['100% Corpus'],29,0.9099999999999999,0.31,0.5048141838145673
['100% Corpus'],29,0.9099999999999999,0.61,0.4904221573927515
['100% Corpus'],29,0.9099999999999999,0.9099999999999999,0.4895578407260658
['100% Corpus'],29,0.9099999999999999,symmetric,0.5688521862312568
['100% Corpus'],29,symmetric,0.01,0.45636385551997055
['100% Corpus'],29,symmetric,0.31,0.43055365227011433
['100% Corpus'],29,symmetric,0.61,0.4307751402064205
['100% Corpus'],29,symmetric,0.9099999999999999,0.4407105476515865
['100% Corpus'],29,symmetric,symmetric,0.43409960762236105
['100% Corpus'],29,asymmetric,0.01,0.45397772428766037
['100% Corpus'],29,asymmetric,0.31,0.47804403671129764
['100% Corpus'],29,asymmetric,0.61,0.43928451071742164
['100% Corpus'],29,asymmetric,0.9099999999999999,0.46133230889021704
['100% Corpus'],29,asymmetric,symmetric,0.46127931509336123
['100% Corpus'],30,0.01,0.01,0.3417088296220394
['100% Corpus'],30,0.01,0.31,0.3862710785588493
['100% Corpus'],30,0.01,0.61,0.4963175725232615
['100% Corpus'],30,0.01,0.9099999999999999,0.37632134119040217
['100% Corpus'],30,0.01,symmetric,0.3538052247550139
['100% Corpus'],30,0.31,0.01,0.39421033628216257
['100% Corpus'],30,0.31,0.31,0.403322570214394
['100% Corpus'],30,0.31,0.61,0.4330133868246058
['100% Corpus'],30,0.31,0.9099999999999999,0.45939614716594895
['100% Corpus'],30,0.31,symmetric,0.39774770760596867
['100% Corpus'],30,0.61,0.01,0.5249525959230156
['100% Corpus'],30,0.61,0.31,0.5962631859207783
['100% Corpus'],30,0.61,0.61,0.4910763120707053
['100% Corpus'],30,0.61,0.9099999999999999,0.4903812818381789
['100% Corpus'],30,0.61,symmetric,0.5532745640291871
['100% Corpus'],30,0.9099999999999999,0.01,0.5869501729933899
['100% Corpus'],30,0.9099999999999999,0.31,0.49854666687699967
['100% Corpus'],30,0.9099999999999999,0.61,0.49002185714530666
['100% Corpus'],30,0.9099999999999999,0.9099999999999999,0.48960410408974187
['100% Corpus'],30,0.9099999999999999,symmetric,0.5776830511224884
['100% Corpus'],30,symmetric,0.01,0.33677328020618214
['100% Corpus'],30,symmetric,0.31,0.3975937079558243
['100% Corpus'],30,symmetric,0.61,0.4736215846773127
['100% Corpus'],30,symmetric,0.9099999999999999,0.3702676645133086
['100% Corpus'],30,symmetric,symmetric,0.3563058046191434
['100% Corpus'],30,asymmetric,0.01,0.3525493669918199
['100% Corpus'],30,asymmetric,0.31,0.43351554638134604
['100% Corpus'],30,asymmetric,0.61,0.4416657955458882
['100% Corpus'],30,asymmetric,0.9099999999999999,0.4626251245592584
['100% Corpus'],30,asymmetric,symmetric,0.3679959341827361
